CardImageURLs:	
set1/Pepe.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/pepe.jpg
set1/PinkTeddy.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/pinkteddy.jpg
set1/PlatoonChronos.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/platoonchronos.jpg
set1/PowerKnockBack.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/powerknockback.jpg
set1/Propelly.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/propelly.jpg
set1/Pull.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/pull.jpg
set1/RainOfArrows.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/rainofarrows.jpg
set1/RedApprenticeHat.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/redapprenticehat.jpg
set1/RedNight.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/rednight.jpg
set1/RedSnail.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/redsnail.jpg
set1/Resting.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/resting.jpg
set1/RibbonPig.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/ribbonpig.jpg
set1/RiskyShot.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/riskyshot.jpg
set1/Seacle.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/seacle.jpg
set1/Sentinel.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/sentinel.jpg
set1/SerpentsTongue.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/serpentstongue.jpg
set1/Sherman.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/sherman.jpg
set1/SideQuest.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/sidequest.jpg
set1/Skyhawk.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/skyhawk.jpg
set1/Slime.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/slime.jpg
set1/SoulArrow.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/soularrow.jpg
set1/SoulTeddy.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/soulteddy.jpg
set1/Starblade.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/starblade.jpg
set1/Stirge.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/stirge.jpg
set1/StoneGolem.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/stonegolem.jpg
set1/Stormwind.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/stormwind.jpg
set1/Swipe.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/swipe.jpg
set1/Tauromacis.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/tauromacis.jpg
set1/Teleport.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/teleport.jpg
set1/TheNineDragons.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/theninedragons.jpg
set1/ThunderBolt.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/thunderbolt.jpg
set1/Tweeter.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/tweeter.jpg
set1/WildBoar.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/wildboar.jpg
set1/YetiPepe.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/yetipepe.jpg
set1/ZetaGray.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/zetagray.jpg
set1/ZombieLupin.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set1/zombielupin.jpg
set2/Alishar.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/alishar.jpg
set2/AlisharsDeathMagic.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/alisharsdeathmagic.jpg
set2/AngryStirge.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/angrystirge.jpg
set2/BeginnersBolt.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/beginnersbolt.jpg
set2/BlackMagicShoes.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/blackmagicshoes.jpg
set2/BlueDragonTurtle.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/bluedragonturtle.jpg
set2/BlueMushroom.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/bluemushroom.jpg
set2/BookGhost.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/bookghost.jpg
set2/BoostedHeal.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/boostedheal.jpg
set2/BraveFairy.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/bravefairy.jpg
set2/Bruno.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/bruno.jpg
set2/Bubbling.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/bubbling.jpg
set2/Chronos.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/chronos.jpg
set2/DarkDrake.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/darkdrake.jpg
set2/DarkScorpio.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/darkscorpio.jpg
set2/DarkYetiPepe.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/darkyetipepe.jpg
set2/DevilSlime.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/devilslime.jpg
set2/EpicQuest.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/epicquest.jpg
set2/Felix.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/felix.jpg
set2/FinalAttack.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/finalattack.jpg
set2/FireArrow.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/firearrow.jpg
set2/GhostStump.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/ghoststump.jpg
set2/Indigo.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/indigo.jpg
set2/IronBoar.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/ironboar.jpg
set2/IronHog.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/ironhog.jpg
set2/JanitorsMop.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/janitorsmop.jpg
set2/JrBalrog.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/jrbalrog.jpg
set2/JrPepe.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/jrpepe.jpg
set2/KingSlime.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/kingslime.jpg
set2/LazyBuffy.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/lazybuffy.jpg
set2/LusterPixie.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/lusterpixie.jpg
set2/Manon.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/manon.jpg
set2/MapleSoulSearcher.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/maplesoulsearcher.jpg
set2/MasterfulKnockBack.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/masterfulknockback.jpg
set2/MPRecovery.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/mprecovery.jpg
set2/MT09.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/mt09.jpg
set2/Nova.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/nova.jpg
set2/OmokTable.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/omoktable.jpg
set2/PapaPixie.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/papapixie.jpg
set2/PapaPixiesTimeWarp.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/papapixiestimewarp.jpg
set2/PhantomWatch.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/phantomwatch.jpg
set2/Pianus.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/pianus.jpg
set2/Plateon.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/plateon.jpg
set2/PoisonousMushroom.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/poisonousmushroom.jpg
set2/PoisonPoopa.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/poisonpoopa.jpg
set2/PowerGuard.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/powerguard.jpg
set2/Rage.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/rage.jpg
set2/RagingBlockGolem.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/ragingblockgolem.jpg
set2/ReefClaw.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/reefclaw.jpg
set2/SavageBlow.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/savageblow.jpg
set2/SilverLegendShield.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/silverlegendshield.jpg
set2/SneakyTwink.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/sneakytwink.jpg
set2/Stun.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/stun.jpg
set2/SurprisedOctopus.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/surprisedoctopus.jpg
set2/Tortie.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/tortie.jpg
set2/Training.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/training.jpg
set2/WardofAwakening.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/wardofawakening.jpg
set2/WizardWand.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/wizardwand.jpg
set2/Yeti.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/yeti.jpg
set2/ZombieMushmom.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set2/zombiemushmom.jpg
set3/Bahamut.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/bahamut.jpg
set3/Bain.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/bain.jpg
set3/BattleFury.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/battlefury.jpg
set3/Beetle.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/beetle.jpg
set3/BlackBunny.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/blackbunny.jpg
set3/BlackDragon.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/blackdragon.jpg
set3/BlessingoftheAmazon.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/blessingoftheamazon.jpg
set3/Bloctopus.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/bloctopus.jpg
set3/BloodLarceny.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/bloodlarceny.jpg
set3/BrownKitty.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/brownkitty.jpg
set3/BrownTeddy.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/brownteddy.jpg
set3/CalloftheWild.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/callofthewild.jpg
set3/Captain.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/captain.jpg
set3/Chirppy.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/chirppy.jpg
set3/ColdBeam.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/coldbeam.jpg
set3/ColdEye.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/coldeye.jpg
set3/Crow.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/crow.jpg
set3/DestroyAllMonsters.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/destroyallmonsters.jpg
set3/Disorder.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/disorder.jpg
set3/EmeraldStaff.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/emeraldstaff.jpg
set3/Ergoth.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/ergoth.jpg
set3/FireTusk.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/firetusk.jpg
set3/Flyeye.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/flyeye.jpg
set3/FlyingFreezer.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/flyingfreezer.jpg
set3/GhostPixie.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/ghostpixie.jpg
set3/GinsengJar.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/ginsengjar.jpg
set3/GreenCornian.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/greencornian.jpg
set3/HalfmoonZamadar.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/halfmoonzamadar.jpg
set3/Invincible.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/invincible.jpg
set3/jrcerebes.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/jrcerebes.jpg
set3/Keaton.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/keaton.jpg
set3/KiriViva.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/kiriviva.jpg
set3/Kru.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/kru.jpg
set3/LordPirate.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/lordpirate.jpg
set3/MapleShield.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/mapleshield.jpg
set3/MiniYeti.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/miniyeti.jpg
set3/Moby.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/moby.jpg
set3/MortalBlow.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/mortalblow.jpg
set3/Nependeath.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/nependeath.jpg
set3/Penelope.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/penelope.jpg
set3/PetJrBalrog.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/petjrbalrog.jpg
set3/PetPanda.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/petpanda.jpg
set3/Pig.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/pig.jpg
set3/Pinboom.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/pinboom.jpg
set3/Porcupine.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/porcupine.jpg
set3/Puppy.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/puppy.jpg
set3/RedSlime.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/redslime.jpg
set3/Robot.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/robot.jpg
set3/RookieEnergyBolt.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/rookieenergybolt.jpg
set3/RookieKnockBack.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/rookieknockback.jpg
set3/RookieMagicClaw.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/rookiemagicclaw.jpg
set3/Ruin.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/ruin.jpg
set3/Ryden.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/ryden.jpg
set3/Seal.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/seal.jpg
set3/SpellBooster.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/spellbooster.jpg
set3/Squid.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/squid.jpg
set3/SrBellflowerRoot.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/srbellflowerroot.jpg
set3/WatchHog.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/watchhog.jpg
set3/WhiteFang.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/whitefang.jpg
set3/ZombieMushroom.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set3/zombiemushroom.jpg
set4/arrowcrafting.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set4/arrowcrafting.jpg
set4/athenapierce.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set4/athenapierce.jpg
set4/athenasdeatharrow.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set4/athenasdeatharrow.jpg
set4/balrogsdance.jpg	https://raw.githubusercontent.com/wishmstr/MapleStory/main/sets/setimages/Set4/balrogsdance.jpg
